dim,scale,method,w,c,sum_c,grid_type,basis_type,method_type,n_samples,seed,f_name,ell_2_error,ell_infty_error,datetime,needed_time
10,5,Least_Squares,"[0.31804,0.92464,0.05622,0.48563,0.9128 ,0.61036,0.54641,0.24974,0.34328, 0.85205]","[0.49797,0.45837,0.08867,0.01427,0.85814,0.3357 ,0.53715,0.07098,0.6083 , 0.83043]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.5803887212007723,14.261794584906868,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.57567,0.12612,0.58172,0.76635,0.40642,0.87984,0.64868,0.89925,0.62351, 0.13129]","[0.27752,0.18083,0.81441,0.6814 ,0.60613,0.2697 ,0.16492,0.67786,0.4249 , 0.20233]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.3389731137951395,15.727472449419217,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.61662,0.04033,0.32617,0.46856,0.14796,0.98465,0.2091 ,0.13035,0.20353, 0.76906]","[0.38663,0.51376,0.01909,0.03129,0.40509,0.74204,0.80436,0.07878,0.48917, 0.82979]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.0878093926777839,13.09111957981042,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.38797,0.82957,0.1337 ,0.93539,0.75142,0.94133,0.67662,0.3634 ,0.93818, 0.27557]","[0.27453,0.5792 ,0.63251,0.76813,0.16926,0.65952,0.61039,0.05272,0.32003, 0.2337 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.7213612662861089,16.645632225685226,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.30449,0.98295,0.64278,0.71768,0.97662,0.3772 ,0.80184,0.43453,0.86953, 0.18066]","[0.86252,0.19911,0.2969 ,0.68824,0.35837,0.55355,0.40462,0.67566,0.20781, 0.0532 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.3215690619676523,13.849981540514225,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.29993,0.47431,0.16802,0.3548 ,0.39998,0.05739,0.58331,0.88434,0.15174, 0.59781]","[0.6398 ,0.4036 ,0.6748 ,0.39532,0.48571,0.00708,0.66577,0.63653,0.03696, 0.35443]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.156818227648437,12.479991198673037,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.97903,0.42074,0.50195,0.90993,0.71726,0.58207,0.7978 ,0.86437,0.45689, 0.47511]","[0.30798,0.77121,0.55618,0.06639,0.68844,0.38337,0.05485,0.43855,0.3328 , 0.70024]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.5418500754059283,11.139144641654823,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.20399,0.82646,0.55769,0.05461,0.97185,0.51262,0.29088,0.46941,0.85786, 0.3049 ]","[0.2135 ,0.14302,0.33005,0.86435,0.52259,0.25207,0.18414,0.36869,1.0415 , 0.3801 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.6140037691755549,15.520654407248003,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.98812,0.48523,0.17916,0.89114,0.46036,0.70967,0.98371,0.05018,0.09669, 0.72046]","[0.40867,0.26725,0.05708,0.03168,1.12308,0.19494,0.67824,0.87861,0.62115, 0.03931]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,2.306160887057069,20.17302467680712,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.7835 ,0.01051,0.76189,0.8933 ,0.43284,0.53554,0.47698,0.38921,0.88742, 0.89393]","[0.25062,0.45902,0.69174,0.71797,0.37983,0.33794,0.20799,0.7156 ,0.10658, 0.43272]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.1044763684105496,9.288521908539959,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.28255,0.27901,0.40497,0.99879,0.05497,0.57854,0.08257,0.15452,0.43956, 0.51046]","[0.23686,0.28963,0.0796 ,0.27752,0.88463,0.86464,0.30649,0.52247,0.8325 , 0.00566]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.3413986184745068,12.108001049219963,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.81068,0.94837,0.09133,0.16145,0.96075,0.53754,0.0142 ,0.25763,0.44994, 0.69291]","[0.52617,0.71439,0.20634,0.38627,0.38275,0.29112,0.1214 ,0.7015 ,0.61241, 0.35764]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,2.0534670137233393,19.5812103553097,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.60325,0.22726,0.54379,0.69497,0.51517,0.99029,0.61134,0.37097,0.77215, 0.17046]","[0.31857,0.28746,0.35775,0.64771,0.40114,0.65784,0.47762,0.28341,0.67107, 0.19742]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.3518437366372447,12.683158043042708,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.22438,0.5045 ,0.26085,0.00909,0.6483 ,0.51109,0.44552,0.96697,0.5712 , 0.86343]","[0.11847,0.48355,0.73736,0.49536,0.60997,0.31606,0.07854,0.38899,0.33512, 0.73658]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.307522455964997,13.109459060282376,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.244  ,0.96673,0.95814,0.24763,0.34805,0.89556,0.96662,0.44344,0.321  , 0.52609]","[0.80675,0.32079,0.86388,0.06059,0.05782,0.45312,0.41462,0.37024,0.57597, 0.37622]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.2760579941748387,10.995315779778984,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.19226,0.30947,0.9749 ,0.41111,0.44471,0.57654,0.98334,0.2416 ,0.68128, 0.71598]","[0.55571,0.08105,0.61935,0.05865,0.54548,0.67673,0.19304,0.7701 ,0.02777, 0.77211]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.2482402796497198,11.648352310323794,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.46033,0.21759,0.13378,0.95331,0.07267,0.19909,0.34782,0.62023,0.5448 , 0.12564]","[0.26154,0.21553,0.19277,0.37115,0.63554,0.1963 ,0.33101,0.35289,0.88147, 0.8618 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.4585716062629894,15.54602781790353,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.80014,0.24166,0.06804,0.3169 ,0.26679,0.50593,0.77773,0.85832,0.84486, 0.35968]","[0.69131,0.31469,0.06127,0.70573,0.00989,0.41161,0.33133,0.69749,0.77079, 0.3059 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.6059474052420257,19.183910221926418,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.81163,0.29392,0.44633,0.72702,0.69292,0.98737,0.22516,0.66232,0.60968, 0.9151 ]","[0.12859,0.61827,0.46734,0.22588,0.39017,0.2745 ,0.47642,0.73111,0.46819, 0.51952]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.3616935828273526,11.481168909297176,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.51875,0.05117,0.23286,0.492  ,0.31024,0.18176,0.50413,0.32281,0.25811, 0.46399]","[0.09794,0.6817 ,0.63758,0.51995,0.07804,0.5701 ,0.59368,0.56414,0.08374, 0.47313]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,0.9330772155615664,10.79563623518984,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.83432,0.57735,0.64641,0.45836,0.52871,0.03438,0.63896,0.08145,0.43501, 0.29266]","[0.52689,0.12888,0.66814,0.768  ,0.1578 ,0.10077,0.14057,0.84732,0.51024, 0.45138]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.9212117928999795,15.064829269894002,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.10671,0.64956,0.868  ,0.82819,0.62605,0.07528,0.1124 ,0.04931,0.25748, 0.13566]","[0.20307,0.30069,0.73638,0.47665,0.65204,0.55472,0.08785,0.57469,0.21483, 0.49908]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.2878979122745327,14.874266411427568,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.34096,0.99767,0.26355,0.27913,0.93067,0.02464,0.69669,0.72533,0.83638, 0.97444]","[0.66925,0.04478,0.56377,0.44336,0.44407,0.08805,0.44602,0.67397,0.6255 , 0.30124]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.4460140036493403,10.96000874286343,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.03995,0.36229,0.82639,0.7015 ,0.45934,0.0551 ,0.42689,0.46902,0.92856, 0.64109]","[0.26129,0.44042,0.05538,0.81539,0.30187,0.40064,0.29787,0.57221,0.55521, 0.59972]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.0112832918149648,8.8725154494664,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.26814,0.31567,0.12525,0.65551,0.0398 ,0.59768,0.8697 ,0.89083,0.44904, 0.4593 ]","[0.06704,0.5842 ,0.71527,0.21308,0.36693,0.73058,0.76393,0.2118 ,0.47952, 0.16765]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.2585643869507797,9.707222450210574,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.10188,0.91112,0.82051,0.76003,0.04877,0.84373,0.43804,0.3424 ,0.54648, 0.09135]","[0.94312,0.72597,0.23257,0.23462,0.22966,0.07105,0.73266,1.04745,0.02181, 0.06108]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.1171823945660688,11.088920368159133,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.57277,0.8195 ,0.32674,0.34961,0.59635,0.27421,0.02661,0.73523,0.62565, 0.58076]","[0.59533,0.54199,0.16526,0.28293,0.10122,0.10423,0.54276,0.68917,0.77276, 0.50436]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.7174536421989919,15.088581827873146,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.1841 ,0.10565,0.81285,0.57876,0.61829,0.78146,0.70328,0.83446,0.05621, 0.74752]","[0.77557,0.26082,0.58378,0.28636,0.87321,0.03047,0.52849,0.15177,0.6492 , 0.16033]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,0.8619693094904805,9.431757665079138,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.23538,0.49437,0.91483,0.21171,0.14424,0.75898,0.50062,0.91179,0.14661, 0.64593]","[0.20601,0.13867,0.60458,0.52519,0.66774,0.27376,0.39629,0.35869,0.87055, 0.25853]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.4748972799755529,13.793958398484335,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.29482,0.35455,0.56459,0.25232,0.91529,0.26569,0.89582,0.10348,0.65656, 0.90699]","[0.17102,0.98133,0.45897,0.95842,0.68591,0.30564,0.19083,0.30782,0.09427, 0.1458 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.0755210579529306,11.626100888375593,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.10466,0.42294,0.79558,0.14138,0.13032,0.64343,0.19718,0.09761,0.16685, 0.92373]","[0.6902 ,0.29748,0.55102,0.45142,0.56892,0.57358,0.52826,0.22358,0.03277, 0.38277]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,0.9009562660216355,8.142948512197608,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.89097,0.5695 ,0.83239,0.99162,0.16362,0.69178,0.67429,0.97996,0.9856 , 0.68668]","[0.20818,0.68241,0.09146,0.66715,0.77782,0.32715,0.53891,0.36758,0.3741 , 0.26523]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.678372250577976,16.03404892709736,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.76213,0.93618,0.94075,0.17478,0.87474,0.73743,0.25284,0.06728,0.268  , 0.91221]","[0.59641,0.67918,0.24222,0.67761,0.02649,0.35353,0.59036,0.13761,0.77521, 0.22138]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,2.0476564370620465,16.455777820009818,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.65228,0.4052 ,0.59604,0.10745,0.01691,0.90956,0.26963,0.81968,0.99935, 0.21143]","[0.17961,0.44897,0.65392,0.6203 ,0.34061,0.53854,0.09194,0.66204,0.65318, 0.1109 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.544992693660191,13.907969923599296,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.29942,0.10015,0.27172,0.81596,0.37832,0.0884 ,0.34223,0.98138,0.62968, 0.41616]","[0.15884,0.94059,0.78291,0.26847,0.06683,0.05401,0.11481,0.55392,0.88583, 0.47378]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,0.8046853128284833,9.206570352180702,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.84295,0.44589,0.70858,0.73187,0.17396,0.36122,0.6373 ,0.0707 ,0.36154, 0.5348 ]","[0.6449 ,0.30719,0.52827,0.2797 ,0.51554,0.38544,0.57393,0.26602,0.39119, 0.40784]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.5926418160334734,16.701198202227847,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.41738,0.14431,0.09356,0.01667,0.87353,0.23647,0.21151,0.73604,0.32002, 0.50604]","[0.14663,0.86594,0.76834,0.77936,0.36701,0.68784,0.12981,0.00778,0.01802, 0.52926]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.013947186558076,10.148290779921979,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.45539,0.51802,0.00746,0.42269,0.71807,0.44269,0.73222,0.23302,0.81314, 0.58843]","[0.1794 ,0.2015 ,0.53458,0.70645,0.35379,0.21987,0.73801,0.56969,0.38141, 0.4153 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.6117129438486777,14.826634320208246,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.20426,0.6268 ,0.35874,0.99565,0.48018,0.48589,0.56585,0.91676,0.80082, 0.45113]","[0.56862,0.46382,0.38955,0.15216,0.36706,0.19449,0.7238 ,0.26537,0.75341, 0.42174]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.108771403138529,10.81574746714648,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.63154,0.54294,0.12938,0.37582,0.09915,0.62295,0.44687,0.77798,0.22047, 0.16457]","[0.31279,0.71328,0.54688,0.32248,0.39819,0.06483,0.75792,0.51299,0.2197 , 0.45095]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.4628417867265198,13.739371543701187,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.10948,0.96584,0.17478,0.64803,0.24545,0.71756,0.77682,0.67342,0.6145 , 0.89247]","[0.08079,0.34001,0.25511,1.01518,0.4001 ,0.75276,0.70355,0.21791,0.24557, 0.28902]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.7309996892135708,16.755568455083633,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.41113,0.23433,0.01965,0.87939,0.96561,0.34157,0.33851,0.00709,0.68025, 0.82544]","[0.13591,0.14802,0.73245,0.57133,0.04159,0.57713,0.28638,0.34183,0.71358, 0.75178]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.499431209718885,13.007490182537909,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.40036,0.94715,0.40646,0.77184,0.48388,0.89753,0.90776,0.08742,0.93649, 0.82553]","[0.6541 ,0.16607,0.66551,0.70272,0.23901,0.78714,0.04121,0.12392,0.44436, 0.47595]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.5690795886229145,13.82681768495189,2025-06-29 18:03:35.572979,6764.984
10,5,Least_Squares,"[0.64515,0.01697,0.96037,0.04459,0.14306,0.01401,0.56686,0.93227,0.66595, 0.82266]","[0.01368,0.55844,0.47349,0.51409,0.0744 ,0.70518,0.51847,0.78834,0.5    , 0.15391]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,82530,42,BNR_DISCONTINUOUS,1.07486480018478,10.964880899029787,2025-06-29 18:03:35.572979,6764.984
10,6,Smolyak,"[0.37454,0.95071,0.73199,0.59866,0.15602,0.15599,0.05808,0.86618,0.60112, 0.70807]","[0.04687,2.20842,1.89542,0.48348,0.414  ,0.4176 ,0.69274,1.19484,0.98351, 0.66311]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00040342396114279196,0.016715466464470363,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.61185,0.13949,0.29214,0.36636,0.45607,0.78518,0.19967,0.51423,0.59241, 0.04645]","[1.07367,0.30136,0.11496,1.6769 ,1.7065 ,1.42863,0.53832,0.17261,1.2092 , 0.77785]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004496769650474399,0.012069787334708426,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.12204,0.49518,0.03439,0.90932,0.25878,0.66252,0.31171,0.52007,0.54671, 0.18485]","[1.5166 ,1.21244,1.46954,1.39966,0.93522,1.44197,0.13842,0.30655,0.07074, 0.50887]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004992528902238939,0.018158646913649212,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.38868,0.27135,0.82874,0.35675,0.28093,0.5427 ,0.14092,0.8022 ,0.07455, 0.98689]","[1.52837,0.39328,0.01093,1.6139 ,1.39896,1.4428 ,1.52644,0.14654,0.70945, 0.22932]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.000513627133101875,0.010588540648414635,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.8631 ,0.6233 ,0.3309 ,0.06356,0.31098,0.32518,0.72961,0.63756,0.88721, 0.47221]","[0.23902,1.42546,1.52047,1.12174,1.54082,0.98688,1.04471,0.85447,0.0508 , 0.21563]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00048366147481742613,0.014780451592172783,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.03143,0.63641,0.31436,0.50857,0.90757,0.24929,0.41038,0.75555,0.2288 , 0.07698]","[0.4264 ,0.23725,1.36814,1.18923,0.93212,1.28244,1.18268,0.27456,1.31349, 0.7937 ]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005691975767929258,0.02451200448565788,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.80744,0.89609,0.318  ,0.11005,0.22794,0.42711,0.81801,0.86073,0.00695, 0.51075]","[0.7635 ,0.40627,0.21925,0.61755,1.72472,0.59118,0.94894,1.28592,0.66513, 1.77753]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0003507339586023199,0.01367427879735561,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.96245,0.25178,0.49725,0.30088,0.28484,0.03689,0.60956,0.50268,0.05148, 0.27865]","[1.51112,0.39857,0.24107,0.81432,1.63987,0.40272,1.11826,1.26714,0.39537, 1.21156]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00045953226420191075,0.020814096548752964,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.36778,0.63231,0.63353,0.53577,0.09029,0.8353 ,0.32078,0.18652,0.04078, 0.59089]","[1.3846 ,0.0339 ,1.04646,0.46284,1.31841,0.35632,1.41193,0.79029,1.91421, 0.28102]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004584225807138295,0.013730405547852209,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.34107,0.11347,0.92469,0.87734,0.25794,0.65998,0.81722,0.5552 ,0.52965, 0.24185]","[0.12887,1.2419 ,1.24633,0.87632,0.46927,0.48336,1.00484,1.24175,1.22788, 1.07948]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0003747619000151684,0.029938430605754407,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.64203,0.08414,0.16163,0.89855,0.60643,0.0092 ,0.10147,0.6635 ,0.00506, 0.16081]","[0.8761 ,1.10467,1.04091,0.35806,1.13705,0.37879,0.51953,1.19184,1.03719, 1.35586]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00049923873361563,0.021732236651888615,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.65761,0.56831,0.09367,0.36772,0.2652 ,0.24399,0.97301,0.3931 ,0.89205, 0.63114]","[1.62124,1.02527,1.17676,1.00463,0.39825,1.47364,0.57271,0.0496 ,1.31662, 0.36127]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00047515736873110596,0.017727516164433132,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.94046,0.95393,0.91486,0.37016,0.01546,0.92832,0.42818,0.96665,0.96362, 0.85301]","[0.54379,0.71119,1.57187,0.58529,0.31302,1.02829,1.72888,1.28542,1.05278, 0.17946]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004695932339246828,0.024202057485729678,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.61501,0.99005,0.14008,0.51833,0.87737,0.74077,0.69702,0.70248,0.35949, 0.29359]","[0.98989,0.99081,1.06047,1.11694,0.6254 ,0.61338,0.97635,0.79494,0.85854, 0.97329]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005981183296997071,0.042784309318116165,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.89001,0.338  ,0.37558,0.09398,0.57828,0.03594,0.4656 ,0.54264,0.28654, 0.59083]","[0.07638,0.09353,2.05994,0.90198,0.31818,1.30779,1.9282 ,0.54045,1.55983, 0.21373]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004448681706825848,0.010306952711216066,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.05168,0.53135,0.54064,0.63743,0.72609,0.97585,0.5163 ,0.32296,0.79519, 0.27083]","[0.98123,0.17537,0.05667,2.15181,1.86866,1.55571,0.91413,0.38736,0.34968, 0.55937]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00036434124413080543,0.01007381270869949,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.54923,0.7146 ,0.6602 ,0.27993,0.95487,0.7379 ,0.55435,0.61172,0.4196 , 0.24773]","[0.92537,1.97006,0.03742,0.30174,0.11959,0.10588,2.22381,1.82919,1.23264, 0.25432]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00041051830732787974,0.00748139153838856,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.49162,0.47347,0.1732 ,0.43385,0.3985 ,0.61585,0.63509,0.0453 ,0.37461, 0.62586]","[0.90164,1.53486,1.1804 ,0.29198,0.12646,1.15124,0.04751,1.04973,1.68492, 1.03127]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005647413597895687,0.020425827887621262,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.38817,0.64329,0.45825,0.54562,0.94146,0.3861 ,0.96119,0.90535,0.19579, 0.06936]","[0.27898,0.05044,0.26145,1.89077,0.19707,0.88302,2.33887,0.06442,2.2547 , 0.78026]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00036768776017039864,0.006952148061559582,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.11816,0.69674,0.62894,0.87747,0.73507,0.80348,0.28203,0.17744,0.75061, 0.80683]","[1.34744,0.56131,0.50608,1.05619,0.46361,1.26616,1.16774,0.58358,1.02145, 1.02644]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005370059226563713,0.041388278737532036,2025-06-29 18:11:24.124775,457.082
